Lead_ID,Business_Name,Category,Locality,Landmark,City_Pincode,Est_Monthly_Revenue,Avg_Ticket_Size,Google_Rating,Current_Online_Status,Decision_Maker,Contact_Reference,Key_Vulnerability,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-ROH-1189,Galaxy The Unisex Salon & Spa Lounge (Branch 2),Luxury Salons & Bridal Studios,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (60 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9866 538 380,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1190,Richa Makeover & Academy (Branch 2),Luxury Salons & Bridal Studios,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 10.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (98 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9856 874 460,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1191,Gracia Signature Salon & Bridal Academy (Branch 2),Luxury Salons & Bridal Studios,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 17.0 - 23.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (420 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9895 724 914,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1192,Rapunzel Luxury Hair & Beauty Studio (Branch 2),Luxury Salons & Bridal Studios,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 21.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (90 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9811 841 124,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1193,Glam & Glitz Premium Makeup Studio (Branch 2),Luxury Salons & Bridal Studios,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 15.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (458 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9838 507 618,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1194,Vogue Unisex Salon & Nail Art Studio (Branch 2),Luxury Salons & Bridal Studios,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 18.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (295 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9834 514 889,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1195,Komal Arora Makeovers & Academy (Branch 2),Luxury Salons & Bridal Studios,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 19.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (322 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9886 817 244,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1196,Hair & Beyond Luxury Grooming Studio (Branch 2),Luxury Salons & Bridal Studios,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 12.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (58 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9820 996 662,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1197,The Velvet Touch Beauty Lounge & Spa (Branch 2),Luxury Salons & Bridal Studios,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 11.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.3 Stars (543 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9894 400 176,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1198,Preeti's Bridal Studio & Skin Care (Branch 2),Luxury Salons & Bridal Studios,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 17.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (357 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9876 763 138,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1199,Shringaar Bridal Makeovers & Academy (Branch 2),Luxury Salons & Bridal Studios,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 19.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (582 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9885 334 634,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1200,Headmasters Premium Unisex Salon Rohini (Branch 2),Luxury Salons & Bridal Studios,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 17.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (298 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9834 879 720,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
