Lead_ID,Business_Name,Category,Sub_Specialization,Exact_Physical_Address,City_Region,Est_Monthly_Revenue,Avg_Ticket_Size,Current_Website_Status,Decision_Maker,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-OSM-CLOTH-0077,Cric8InNet,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.710, Lon: 77.136)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0078,Her Fitness,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.713, Lon: 77.138)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0079,Sapna Opticians,"Branded Clothing, Custom Boutiques & Bridal Wear",Optician Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.653, Lon: 77.156)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0080,Decathlon,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.658, Lon: 77.127)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0081,Dare 2 Fit,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.732, Lon: 77.088)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0082,MN Fitness Club,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.732, Lon: 77.088)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0083,Push Up Gym & Spa,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.732, Lon: 77.088)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0084,Shree Ji,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.731, Lon: 77.088)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0085,Westside,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.715, Lon: 77.116)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0086,Pantaloons,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.715, Lon: 77.116)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0087,Lenskart,"Branded Clothing, Custom Boutiques & Bridal Wear",Optician Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.718, Lon: 77.126)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0088,Pinkstrings,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.717, Lon: 77.114)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0089,Woodland,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.724, Lon: 77.113)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0090,Go Colors,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.695, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0091,D'Shoe Lounge,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.695, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0092,Aurelia,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.695, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0093,Mohanlal Sons,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.695, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0094,Westside,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.695, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0095,Van Heusen,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.717, Lon: 77.114)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0096,Relaxo,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0097,Tailor Shop,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.128)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0098,Navkaar Jeweler,"Branded Clothing, Custom Boutiques & Bridal Wear",Jeweller Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0099,RK Jewels,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0100,Cobb Italy,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0101,Sports Dukaan,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0102,Monte Carlo,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0103,Adisports Adidas,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0104,Octave,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0105,Crimsoune Club,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0106,Nav Veer Jeweller,"Branded Clothing, Custom Boutiques & Bridal Wear",Jeweller Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0107,Mufti,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0108,Grace,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0109,A.were fashion,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.126)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0110,Bharti,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.126)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0111,Jockey,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0112,Nike,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0113,Levi's,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0114,Louis Philippe,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0115,Manyavar,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0116,spyker,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0117,ASICS,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0118,Raymond,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0119,Raymond,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0120,Rohini Jewellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0121,Riya Jewellery,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0122,Vardhman Jewellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0123,Campus Exclusive,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0124,Aggarwal Garments,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0125,Skechers,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0126,calcet9,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
